見出し,電話,ファックス,住所,開館時間,休館日,催し名,区分,開催日,場所,対象,定員,費用,申込,備考
県立自然博物館,073-483-1777,073-483-2721 ,〒642-0001　海南市船尾370-1,9:30～17:00（入館は16:30まで）,休館／月曜（祝日の場合次の平日）,生物画を描こう,イベント,12月4日9:30～17:00,,中学生以上　,15人（抽選）,400円,11月20日まで,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立自然博物館,073-483-1777,073-483-2721 ,〒642-0001　海南市船尾370-1,9:30～17:00（入館は16:30まで）,休館／月曜（祝日の場合次の平日）,大人の夜の水族館,イベント,12月23日20:00～22:30,,18歳以上　,30人（抽選）,,12月9日まで,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
片男波公園万葉館,073-446-5553,073-446-5554,〒641-0022　和歌山市和歌浦南3-1700,9:00～17:00（入館は16:30まで）,,万葉日本画展〔湛翠会（たんすいかい）〕,展示,～1月9日,,,,,,入場無料
片男波公園万葉館,073-446-5553,073-446-5554,〒641-0022　和歌山市和歌浦南3-1700,9:00～17:00（入館は16:30まで）,,日曜体験教室 ,イベント,(1)クリスマスのプレゼント　[1]ポーセリンアート　11月13日10:00～12:00　[2]押し花額　11月13日13:00～15:00 (2)絵手紙で年賀状を書こう　11月20日10:00～11:30 (3)お正月☆しめ飾リース　12月4日 　[1]13:30～14:15　[2]14:30～15:15,,(1)(3)小学生以上（小学生は保護者同伴)(2)中学生以上,(1)(2)各20人　(3)[1]18人[2]17人（先着順）,,"(1)-[1]コップ1,000円、皿1,300円、他2,500円まで(1)-[2]2,000円　(2)1,800円　(3)1,500円　事前申込 (1)-[2]2,000円　(2)1,800円　(3)1,500円　事前申込 ",入場無料
県植物公園緑花センター ,0736-62-4029,073-63-2570,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜 （祝日の場合は次の平日）,野生ラン展,展示,11月12・13・26・27日,,,,,,入場無料
県植物公園緑花センター ,0736-62-4029,073-63-2570,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜 （祝日の場合は次の平日）,第49回寒らん展,展示,11月12・13日,,,,,,入場無料
県植物公園緑花センター ,0736-62-4029,073-63-2570,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜 （祝日の場合は次の平日）,寒らん遅咲き展,展示,11月26・27日,,,,,,入場無料
県植物公園緑花センター ,0736-62-4029,073-63-2570,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜 （祝日の場合は次の平日）,福和盆栽銘風展,展示,12月3・4日,,,,,,入場無料
県植物公園緑花センター ,0736-62-4029,073-63-2570,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜 （祝日の場合は次の平日）,冬の洋ラン展,展示,12月9～11日,,,,,,入場無料
県立図書館,073-436-9500,073-436-9501,〒641-0051　和歌山市西高松1-7-38,閲覧室　平日10:00～19:00（土日祝は18:00まで）,休館／月曜（祝日の場合は次の平日）、毎月第2木曜,「きのくに県民カレッジ」認定証授与式・講演会,イベント,11月12日13:00～15:00,,,150人（先着順）事前申込(当日参加も可),,,入場無料
県立図書館,073-436-9500,073-436-9501,〒641-0051　和歌山市西高松1-7-38,閲覧室　平日10:00～19:00（土日祝は18:00まで）,休館／月曜（祝日の場合は次の平日）、毎月第2木曜,ボランティアによる「おはなし会」,イベント,11月12・19・26日、12月3・10日　14:00～,,,,,,入場無料
県立図書館,073-436-9500,073-436-9501,〒641-0051　和歌山市西高松1-7-38,閲覧室　平日10:00～19:00（土日祝は18:00まで）,休館／月曜（祝日の場合は次の平日）、毎月第2木曜,季節のおはなし会　あかちゃんといっしょに楽しもう～あき～,イベント,11月16日　(1)10:30～(2)11:00～,,,,,,入場無料
県立図書館,073-436-9500,073-436-9501,〒641-0051　和歌山市西高松1-7-38,閲覧室　平日10:00～19:00（土日祝は18:00まで）,休館／月曜（祝日の場合は次の平日）、毎月第2木曜,エントランスコンサート,イベント,12月2日12:00～12:30,,,80人程度(先着順） ,,,入場無料
県動物愛護センター,073-489-6500,073-489-6504 ,〒640-1251　紀美野町国木原372,10:00～17:00,休館／火曜,犬・猫の飼い方講習会及び譲渡会,イベント,11月4・13・27日、12月2・11・25日　11:00～,,,,,,入場無料
県動物愛護センター,073-489-6500,073-489-6504 ,〒640-1251　紀美野町国木原372,10:00～17:00,休館／火曜,犬・猫の飼い方講習会及び譲渡会 in 田辺,イベント,11月17日11:00～,"田辺保健所※申込不要、譲渡を受けるには受講と、犬については狂犬病予防注射代2,640円が必要です。",,,,,入場無料
